id,date,store_nbr,family,sales,onpromotion
5239,3/01/2013,6,PERSONAL CARE,410,0
5271,3/01/2013,7,MEATS,508.132,0
5272,3/01/2013,7,PERSONAL CARE,203,0
5304,3/01/2013,8,MEATS,554.311,0
5305,3/01/2013,8,PERSONAL CARE,307,0
5337,3/01/2013,9,MEATS,400.863,0
5338,3/01/2013,9,PERSONAL CARE,372,0
5370,4/01/2013,1,MEATS,454.172,0
5371,4/01/2013,1,PERSONAL CARE,88,0
5403,4/01/2013,10,MEATS,139.166,0
5404,4/01/2013,10,PERSONAL CARE,119,0
5436,4/01/2013,11,MEATS,711.788,0
5437,4/01/2013,11,PERSONAL CARE,373,0
5469,4/01/2013,12,MEATS,126.006004,0
5470,4/01/2013,12,PERSONAL CARE,119,0
5502,4/01/2013,13,MEATS,142.819,0
5503,4/01/2013,13,PERSONAL CARE,164,0
5535,4/01/2013,14,MEATS,410.886,0
5536,4/01/2013,14,PERSONAL CARE,343,0
5568,4/01/2013,15,MEATS,142.36299,0
5569,4/01/2013,15,PERSONAL CARE,186,0
5601,4/01/2013,16,MEATS,13.625,0
5602,4/01/2013,16,PERSONAL CARE,215,0
5634,4/01/2013,17,MEATS,273.56,0
5635,4/01/2013,17,PERSONAL CARE,144,0
5667,4/01/2013,18,MEATS,26.728,0
5668,4/01/2013,18,PERSONAL CARE,83,0
5700,4/01/2013,19,MEATS,43.993,0
5701,4/01/2013,19,PERSONAL CARE,90,0
5733,4/01/2013,2,MEATS,689.216,0
5734,4/01/2013,2,PERSONAL CARE,188,0
5865,4/01/2013,23,MEATS,493.008,0
5866,4/01/2013,23,PERSONAL CARE,154,0
5898,4/01/2013,24,MEATS,622.234,0
5899,4/01/2013,24,PERSONAL CARE,315,0
5931,4/01/2013,25,MEATS,229.939,0
5932,4/01/2013,25,PERSONAL CARE,111,0
5964,4/01/2013,26,MEATS,212.228,0
5965,4/01/2013,26,PERSONAL CARE,195,0
5997,4/01/2013,27,MEATS,149.359,0
5998,4/01/2013,27,PERSONAL CARE,114,0
6030,4/01/2013,28,MEATS,84.823,0
6031,4/01/2013,28,PERSONAL CARE,102,0
6096,4/01/2013,3,MEATS,916.485,0
6097,4/01/2013,3,PERSONAL CARE,426,0
6129,4/01/2013,30,MEATS,25.279001,0
6130,4/01/2013,30,PERSONAL CARE,56,0
6162,4/01/2013,31,MEATS,221.617,0
6163,4/01/2013,31,PERSONAL CARE,276,0
6195,4/01/2013,32,MEATS,64.368,0
6196,4/01/2013,32,PERSONAL CARE,169,0
6228,4/01/2013,33,MEATS,157.535,0
6229,4/01/2013,33,PERSONAL CARE,165,0
6261,4/01/2013,34,MEATS,177.909,0
6262,4/01/2013,34,PERSONAL CARE,284,0
6294,4/01/2013,35,MEATS,98.626,0
6295,4/01/2013,35,PERSONAL CARE,114,0
6360,4/01/2013,37,MEATS,363.978,0
6361,4/01/2013,37,PERSONAL CARE,346,0
6393,4/01/2013,38,MEATS,243.566,0
6394,4/01/2013,38,PERSONAL CARE,266,0
6426,4/01/2013,39,MEATS,109.944,0
6427,4/01/2013,39,PERSONAL CARE,325,0
6459,4/01/2013,4,MEATS,438.688,0
6460,4/01/2013,4,PERSONAL CARE,226,0
6492,4/01/2013,40,MEATS,43.874,0
6493,4/01/2013,40,PERSONAL CARE,188,0
6525,4/01/2013,41,MEATS,131.817,0
6526,4/01/2013,41,PERSONAL CARE,137,0
6591,4/01/2013,43,MEATS,143.285,0
6592,4/01/2013,43,PERSONAL CARE,176,0
6624,4/01/2013,44,MEATS,1615.349,0
6625,4/01/2013,44,PERSONAL CARE,494,0
6657,4/01/2013,45,MEATS,1461.369,0
6658,4/01/2013,45,PERSONAL CARE,501,0
6690,4/01/2013,46,MEATS,1751.5441,0
6691,4/01/2013,46,PERSONAL CARE,617,0
6723,4/01/2013,47,MEATS,1144.055,0
6724,4/01/2013,47,PERSONAL CARE,575,0
6756,4/01/2013,48,MEATS,2279.973,0
6757,4/01/2013,48,PERSONAL CARE,593,0
6789,4/01/2013,49,MEATS,634.652,0
6790,4/01/2013,49,PERSONAL CARE,236,0
6822,4/01/2013,5,MEATS,407.364,0
6823,4/01/2013,5,PERSONAL CARE,265,0
6855,4/01/2013,50,MEATS,725.893,0
6856,4/01/2013,50,PERSONAL CARE,437,0
6888,4/01/2013,51,MEATS,776.333,0
6889,4/01/2013,51,PERSONAL CARE,249,0
6987,4/01/2013,54,MEATS,40.223,0
6988,4/01/2013,54,PERSONAL CARE,146,0
7020,4/01/2013,6,MEATS,727.92596,0
7021,4/01/2013,6,PERSONAL CARE,224,0
7053,4/01/2013,7,MEATS,477.186,0
7054,4/01/2013,7,PERSONAL CARE,147,0
7086,4/01/2013,8,MEATS,1170.334,0
7087,4/01/2013,8,PERSONAL CARE,238,0
7119,4/01/2013,9,MEATS,310.878,0
7120,4/01/2013,9,PERSONAL CARE,324,0
7152,5/01/2013,1,MEATS,328.94,0
7153,5/01/2013,1,PERSONAL CARE,141,0
7185,5/01/2013,10,MEATS,247.298,0
7186,5/01/2013,10,PERSONAL CARE,270,0
7218,5/01/2013,11,MEATS,819.055,0
7219,5/01/2013,11,PERSONAL CARE,515,0
7251,5/01/2013,12,MEATS,131.851,0
7252,5/01/2013,12,PERSONAL CARE,131,0
7284,5/01/2013,13,MEATS,297.116,0
7285,5/01/2013,13,PERSONAL CARE,239,0
7317,5/01/2013,14,MEATS,557.248,0
7318,5/01/2013,14,PERSONAL CARE,566,0
7350,5/01/2013,15,MEATS,138.136,0
7351,5/01/2013,15,PERSONAL CARE,211,0
7383,5/01/2013,16,MEATS,108.769,0
7384,5/01/2013,16,PERSONAL CARE,253,0
7416,5/01/2013,17,MEATS,253.462,0
7417,5/01/2013,17,PERSONAL CARE,202,0
7449,5/01/2013,18,MEATS,166.637,0
7450,5/01/2013,18,PERSONAL CARE,167,0
7482,5/01/2013,19,MEATS,383.22202,0
7483,5/01/2013,19,PERSONAL CARE,249,0
7515,5/01/2013,2,MEATS,578.157,0
7516,5/01/2013,2,PERSONAL CARE,245,0
7647,5/01/2013,23,MEATS,672.254,0
7648,5/01/2013,23,PERSONAL CARE,253,0
7680,5/01/2013,24,MEATS,467.114,0
7681,5/01/2013,24,PERSONAL CARE,360,0
7713,5/01/2013,25,MEATS,140.102,0
7714,5/01/2013,25,PERSONAL CARE,110,0
7746,5/01/2013,26,MEATS,283.359,0
7747,5/01/2013,26,PERSONAL CARE,237,0
7779,5/01/2013,27,MEATS,224.511,0
7780,5/01/2013,27,PERSONAL CARE,121,0
7812,5/01/2013,28,MEATS,139.654,0
7813,5/01/2013,28,PERSONAL CARE,197,0
7878,5/01/2013,3,MEATS,897.419,0
7879,5/01/2013,3,PERSONAL CARE,657,0
7911,5/01/2013,30,MEATS,45.184,0
7912,5/01/2013,30,PERSONAL CARE,66,0
7944,5/01/2013,31,MEATS,50.277,0
7945,5/01/2013,31,PERSONAL CARE,243,0
7977,5/01/2013,32,MEATS,83.583,0
7978,5/01/2013,32,PERSONAL CARE,183,0
8010,5/01/2013,33,MEATS,183.213,0
8011,5/01/2013,33,PERSONAL CARE,290,0
8043,5/01/2013,34,MEATS,34.847,0
8044,5/01/2013,34,PERSONAL CARE,325,0
8076,5/01/2013,35,MEATS,24.624,0
8077,5/01/2013,35,PERSONAL CARE,63,0
8142,5/01/2013,37,MEATS,373.991,0
8143,5/01/2013,37,PERSONAL CARE,464,0
8175,5/01/2013,38,MEATS,231.876,0
8176,5/01/2013,38,PERSONAL CARE,428,0
8208,5/01/2013,39,MEATS,186.265,0
8209,5/01/2013,39,PERSONAL CARE,328,0
8241,5/01/2013,4,MEATS,454.877,0
8242,5/01/2013,4,PERSONAL CARE,380,0
8274,5/01/2013,40,MEATS,64.383,0
8275,5/01/2013,40,PERSONAL CARE,241,0
8307,5/01/2013,41,MEATS,144.726,0
8308,5/01/2013,41,PERSONAL CARE,178,0
8373,5/01/2013,43,MEATS,43.759,0
8374,5/01/2013,43,PERSONAL CARE,141,0
8406,5/01/2013,44,MEATS,1305.866,0
8407,5/01/2013,44,PERSONAL CARE,797,0
8439,5/01/2013,45,MEATS,1414.935,0
8440,5/01/2013,45,PERSONAL CARE,897,0
8472,5/01/2013,46,MEATS,1551.111,0
8473,5/01/2013,46,PERSONAL CARE,1166,0
8505,5/01/2013,47,MEATS,1163.769,0
8506,5/01/2013,47,PERSONAL CARE,954,0
8538,5/01/2013,48,MEATS,1383.687,0
8539,5/01/2013,48,PERSONAL CARE,1049,0
8571,5/01/2013,49,MEATS,644.987,0
8572,5/01/2013,49,PERSONAL CARE,368,0
8604,5/01/2013,5,MEATS,466.825,0
8605,5/01/2013,5,PERSONAL CARE,330,0
8637,5/01/2013,50,MEATS,1271.948,0
8638,5/01/2013,50,PERSONAL CARE,776,0
8670,5/01/2013,51,MEATS,668.185,0
8671,5/01/2013,51,PERSONAL CARE,333,0
8769,5/01/2013,54,MEATS,43.431,0
8770,5/01/2013,54,PERSONAL CARE,205,0
8802,5/01/2013,6,MEATS,631.19403,0
8803,5/01/2013,6,PERSONAL CARE,399,0
8835,5/01/2013,7,MEATS,520.699,0
8836,5/01/2013,7,PERSONAL CARE,199,0
8868,5/01/2013,8,MEATS,608.86,0
8869,5/01/2013,8,PERSONAL CARE,431,0
8901,5/01/2013,9,MEATS,447.685,0
8902,5/01/2013,9,PERSONAL CARE,461,0
8934,6/01/2013,1,MEATS,113.282,0
8935,6/01/2013,1,PERSONAL CARE,49,0
8967,6/01/2013,10,MEATS,284.974,0
8968,6/01/2013,10,PERSONAL CARE,234,0
9000,6/01/2013,11,MEATS,734.61505,0
9001,6/01/2013,11,PERSONAL CARE,588,0
9033,6/01/2013,12,MEATS,191.236,0
9034,6/01/2013,12,PERSONAL CARE,203,0
9066,6/01/2013,13,MEATS,137.601,0
9067,6/01/2013,13,PERSONAL CARE,153,0
9099,6/01/2013,14,MEATS,279.70502,0
9100,6/01/2013,14,PERSONAL CARE,204,0
9132,6/01/2013,15,MEATS,114.939,0
9133,6/01/2013,15,PERSONAL CARE,213,0
9165,6/01/2013,16,MEATS,117.669,0
9166,6/01/2013,16,PERSONAL CARE,371,0
9198,6/01/2013,17,MEATS,172.269,0
9199,6/01/2013,17,PERSONAL CARE,251,0
9231,6/01/2013,18,MEATS,161.319,0
9232,6/01/2013,18,PERSONAL CARE,233,0
9264,6/01/2013,19,MEATS,121.018005,0
9265,6/01/2013,19,PERSONAL CARE,116,0
9297,6/01/2013,2,MEATS,532.903,0
9298,6/01/2013,2,PERSONAL CARE,266,0
9429,6/01/2013,23,MEATS,402.884,0
9430,6/01/2013,23,PERSONAL CARE,223,0
9462,6/01/2013,24,MEATS,351.855,0
9463,6/01/2013,24,PERSONAL CARE,402,0
9495,6/01/2013,25,MEATS,75.593,0
9496,6/01/2013,25,PERSONAL CARE,91,0
9528,6/01/2013,26,MEATS,343.803,0
9529,6/01/2013,26,PERSONAL CARE,292,0
9561,6/01/2013,27,MEATS,240.193,0
9562,6/01/2013,27,PERSONAL CARE,203,0
9594,6/01/2013,28,MEATS,167.70999,0
9595,6/01/2013,28,PERSONAL CARE,265,0
9660,6/01/2013,3,MEATS,952.456,0
9661,6/01/2013,3,PERSONAL CARE,862,0
9693,6/01/2013,30,MEATS,62.091,0
9694,6/01/2013,30,PERSONAL CARE,102,0
9726,6/01/2013,31,MEATS,271.46,0
9727,6/01/2013,31,PERSONAL CARE,387,0
9759,6/01/2013,32,MEATS,70.973,0
9760,6/01/2013,32,PERSONAL CARE,133,0
9792,6/01/2013,33,MEATS,283.639,0
9793,6/01/2013,33,PERSONAL CARE,355,0
9825,6/01/2013,34,MEATS,235.545,0
9826,6/01/2013,34,PERSONAL CARE,285,0
9858,6/01/2013,35,MEATS,99.094,0
9859,6/01/2013,35,PERSONAL CARE,80,0
9924,6/01/2013,37,MEATS,282.333,0
9925,6/01/2013,37,PERSONAL CARE,487,0
9957,6/01/2013,38,MEATS,305.398,0
9958,6/01/2013,38,PERSONAL CARE,557,0
9990,6/01/2013,39,MEATS,158.026,0
9991,6/01/2013,39,PERSONAL CARE,398,0
10023,6/01/2013,4,MEATS,672.929,0
10024,6/01/2013,4,PERSONAL CARE,457,0
10056,6/01/2013,40,MEATS,75.892,0
10057,6/01/2013,40,PERSONAL CARE,214,0
10089,6/01/2013,41,MEATS,203.707,0
10090,6/01/2013,41,PERSONAL CARE,280,0
10155,6/01/2013,43,MEATS,163.76399,0
10156,6/01/2013,43,PERSONAL CARE,175,0
10188,6/01/2013,44,MEATS,1547.984,0
10189,6/01/2013,44,PERSONAL CARE,1097,0
10221,6/01/2013,45,MEATS,1707.258,0
10222,6/01/2013,45,PERSONAL CARE,978,0
10254,6/01/2013,46,MEATS,1951.566,0
10255,6/01/2013,46,PERSONAL CARE,1572,0
10287,6/01/2013,47,MEATS,1363.68,0
10288,6/01/2013,47,PERSONAL CARE,1230,0
10320,6/01/2013,48,MEATS,1594.044,0
10321,6/01/2013,48,PERSONAL CARE,1352,0
10353,6/01/2013,49,MEATS,825.137,0
10354,6/01/2013,49,PERSONAL CARE,509,0
10386,6/01/2013,5,MEATS,536.73303,0
10387,6/01/2013,5,PERSONAL CARE,489,0
10419,6/01/2013,50,MEATS,895.25903,0
10420,6/01/2013,50,PERSONAL CARE,698,0
10452,6/01/2013,51,MEATS,760.576,0
10453,6/01/2013,51,PERSONAL CARE,402,0
10551,6/01/2013,54,MEATS,66.222,0
10552,6/01/2013,54,PERSONAL CARE,300,0
10584,6/01/2013,6,MEATS,694.27,0
10585,6/01/2013,6,PERSONAL CARE,566,0
10617,6/01/2013,7,MEATS,446.691,0
10618,6/01/2013,7,PERSONAL CARE,197,0
10650,6/01/2013,8,MEATS,554.659,0
10651,6/01/2013,8,PERSONAL CARE,528,0
10683,6/01/2013,9,MEATS,555.051,0
10684,6/01/2013,9,PERSONAL CARE,618,0
10716,7/01/2013,1,MEATS,266.72,0
10717,7/01/2013,1,PERSONAL CARE,154,0
10749,7/01/2013,10,MEATS,277.877,0
10750,7/01/2013,10,PERSONAL CARE,211,0
10782,7/01/2013,11,MEATS,845.054,0
10783,7/01/2013,11,PERSONAL CARE,342,0
10815,7/01/2013,12,MEATS,150.90599,0
10816,7/01/2013,12,PERSONAL CARE,123,0
10848,7/01/2013,13,MEATS,187.815,0
10849,7/01/2013,13,PERSONAL CARE,150,0
10881,7/01/2013,14,MEATS,381.893,0
10882,7/01/2013,14,PERSONAL CARE,265,0
10914,7/01/2013,15,MEATS,124.219,0
10915,7/01/2013,15,PERSONAL CARE,185,0
10947,7/01/2013,16,MEATS,68.902,0
10948,7/01/2013,16,PERSONAL CARE,196,0
10980,7/01/2013,17,MEATS,250.659,0
10981,7/01/2013,17,PERSONAL CARE,183,0
11013,7/01/2013,18,MEATS,89.642,0
11014,7/01/2013,18,PERSONAL CARE,81,0
11046,7/01/2013,19,MEATS,147.778,0
11047,7/01/2013,19,PERSONAL CARE,84,0
11079,7/01/2013,2,MEATS,549.981,0
11080,7/01/2013,2,PERSONAL CARE,191,0
11211,7/01/2013,23,MEATS,2190.9731,0
11212,7/01/2013,23,PERSONAL CARE,167,0
11244,7/01/2013,24,MEATS,353.698,0
11245,7/01/2013,24,PERSONAL CARE,245,0
11277,7/01/2013,25,MEATS,179.377,0
11278,7/01/2013,25,PERSONAL CARE,61,0
11310,7/01/2013,26,MEATS,308.526,0
11311,7/01/2013,26,PERSONAL CARE,166,0
11343,7/01/2013,27,MEATS,129.277,0
11344,7/01/2013,27,PERSONAL CARE,117,0
11376,7/01/2013,28,MEATS,102.779,0
11377,7/01/2013,28,PERSONAL CARE,140,0
11442,7/01/2013,3,MEATS,674.85,0
11443,7/01/2013,3,PERSONAL CARE,433,0
11475,7/01/2013,30,MEATS,68.116,0
11476,7/01/2013,30,PERSONAL CARE,50,0
11508,7/01/2013,31,MEATS,253.73799,0
11509,7/01/2013,31,PERSONAL CARE,163,0
11541,7/01/2013,32,MEATS,100.173,0
11542,7/01/2013,32,PERSONAL CARE,122,0
11574,7/01/2013,33,MEATS,129.755,0
11575,7/01/2013,33,PERSONAL CARE,244,0
11607,7/01/2013,34,MEATS,118.838,0
11608,7/01/2013,34,PERSONAL CARE,305,0
11640,7/01/2013,35,MEATS,63.608,0
11641,7/01/2013,35,PERSONAL CARE,64,0
11706,7/01/2013,37,MEATS,250.161,0
11707,7/01/2013,37,PERSONAL CARE,286,0
11739,7/01/2013,38,MEATS,183.083,0
11740,7/01/2013,38,PERSONAL CARE,296,0
11772,7/01/2013,39,MEATS,63.049,0
11773,7/01/2013,39,PERSONAL CARE,250,0
11805,7/01/2013,4,MEATS,207.655,0
11806,7/01/2013,4,PERSONAL CARE,236,0
11838,7/01/2013,40,MEATS,90.792,0
11839,7/01/2013,40,PERSONAL CARE,188,0
11871,7/01/2013,41,MEATS,110.043,0
11872,7/01/2013,41,PERSONAL CARE,120,0
11937,7/01/2013,43,MEATS,57.724,0
11938,7/01/2013,43,PERSONAL CARE,149,0
11970,7/01/2013,44,MEATS,1004.881,0
11971,7/01/2013,44,PERSONAL CARE,538,0
12003,7/01/2013,45,MEATS,1040.472,0
12004,7/01/2013,45,PERSONAL CARE,455,0
12036,7/01/2013,46,MEATS,1425.584,0
12037,7/01/2013,46,PERSONAL CARE,591,0
12069,7/01/2013,47,MEATS,708.705,0
12070,7/01/2013,47,PERSONAL CARE,570,0
12102,7/01/2013,48,MEATS,1164.99,0
12103,7/01/2013,48,PERSONAL CARE,545,0
12135,7/01/2013,49,MEATS,479.053,0
12136,7/01/2013,49,PERSONAL CARE,246,0
12168,7/01/2013,5,MEATS,227.992,0
12169,7/01/2013,5,PERSONAL CARE,279,0
12201,7/01/2013,50,MEATS,744.624,0
12202,7/01/2013,50,PERSONAL CARE,425,0
12234,7/01/2013,51,MEATS,804.762,0
12235,7/01/2013,51,PERSONAL CARE,300,0
12333,7/01/2013,54,MEATS,41.093998,0
12334,7/01/2013,54,PERSONAL CARE,180,0
12366,7/01/2013,6,MEATS,461.928,0
12367,7/01/2013,6,PERSONAL CARE,263,0
12399,7/01/2013,7,MEATS,463.367,0
12400,7/01/2013,7,PERSONAL CARE,189,0
12432,7/01/2013,8,MEATS,463.98,0
12433,7/01/2013,8,PERSONAL CARE,299,0
12465,7/01/2013,9,MEATS,305.082,0
12466,7/01/2013,9,PERSONAL CARE,358,0
12498,8/01/2013,1,MEATS,393.51,0
12499,8/01/2013,1,PERSONAL CARE,119,0
12531,8/01/2013,10,MEATS,224.672,0
12532,8/01/2013,10,PERSONAL CARE,179,0
12564,8/01/2013,11,MEATS,559.881,0
12565,8/01/2013,11,PERSONAL CARE,332,0
12597,8/01/2013,12,MEATS,180.539,0
12598,8/01/2013,12,PERSONAL CARE,106,0
12630,8/01/2013,13,MEATS,156.194,0
12631,8/01/2013,13,PERSONAL CARE,139,0
12663,8/01/2013,14,MEATS,470.754,0
12664,8/01/2013,14,PERSONAL CARE,348,0
12696,8/01/2013,15,MEATS,109.749,0
